order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount
O02262,25-08-2024,C0214,P0723,0,Online,1,170.31,0,170.31
O02263,17-07-2024,C0641,P0683,S055,In-Store,3,27.06,0.2,64.94
O02264,23-06-2024,C0648,P0597,S015,In-Store,1,105.66,0,105.66
O02265,17-10-2024,C0395,P0769,0,Online,2,264.99,0.2,423.98
O02266,05-01-2024,C0365,P0710,S007,In-Store,2,23.5,0,47
O02267,10-08-2023,C0252,P0804,S039,In-Store,1,74.98,0,74.98
O02268,04-03-2025,C0520,P0491,S011,In-Store,1,205.2,0.2,164.16
O02269,03-01-2025,C0162,P1115,S049,In-Store,2,265.8,0.2,425.28
O02270,29-08-2023,C0351,P0510,0,Online,1,156.58,0,156.58
O02271,08-03-2025,C0261,P0525,0,Online,3,9.95,0.2,23.88
O02272,13-10-2023,C0107,P0945,S020,In-Store,3,83.93,0.05,239.2
O02273,10-05-2023,C0650,P0613,S016,In-Store,2,316.84,0,633.68
O02274,25-01-2024,C0127,P0076,0,Online,1,114.03,0,114.03
O02275,11-06-2023,C0219,P0016,0,Online,1,57.06,0.2,45.65
O02276,04-12-2024,C0432,P0275,S032,In-Store,1,284.15,0,284.15
O02277,19-07-2024,C0265,P0554,S033,In-Store,2,115.46,0.05,219.37
O02278,09-10-2024,C0600,P0432,S036,In-Store,2,95.18,0.2,152.29
O02279,03-01-2024,C0045,P0856,S016,In-Store,1,72.18,0,72.18
O02280,27-01-2025,C0177,P1035,S054,In-Store,1,130.92,0.1,117.83
O02281,19-06-2023,C0521,P0930,S055,In-Store,2,201.43,0.1,362.57
O02282,03-10-2023,C0359,P0229,S015,In-Store,1,206.09,0.1,185.48
O02283,28-12-2023,C0464,P0278,S007,In-Store,3,267.49,0.2,641.98
O02284,23-01-2025,C0201,P0043,S027,In-Store,2,123.95,0,247.9
O02285,12-12-2023,C0775,P0785,S052,In-Store,3,57.39,0.1,154.95
O02286,09-06-2024,C0784,P0071,0,Online,1,171.21,0.05,162.65
O02287,07-08-2024,C0778,P1070,S032,In-Store,2,20.86,0.2,33.38
O02288,22-08-2024,C0481,P0907,S022,In-Store,3,221.46,0.05,631.16
O02289,29-02-2024,C0219,P0828,0,Online,3,33.22,0.2,79.73
O02290,09-02-2024,C0257,P0193,0,Online,1,62.96,0,62.96
O02291,04-08-2024,C0637,P0230,S022,In-Store,1,73.43,0.05,69.76
O02292,02-12-2024,C0652,P0858,S011,In-Store,1,309.56,0.05,294.08
O02293,10-04-2024,C0357,P0541,S002,In-Store,2,102.78,0.1,185
O02294,18-01-2024,C0174,P0476,S039,In-Store,2,52.23,0,104.46
O02295,09-12-2024,C0364,P0922,S000,In-Store,1,281.17,0.1,253.05
O02296,25-03-2024,C0067,P0040,0,Online,2,57.53,0.2,92.05
O02297,22-07-2023,C0721,P0557,0,Online,1,40.6,0.05,38.57
O02298,13-01-2025,C0380,P0491,S041,In-Store,3,205.2,0,615.6
O02299,20-03-2025,C0494,P0633,0,Online,1,13.12,0.05,12.46
O02300,29-06-2024,C0283,P1114,S001,In-Store,2,175.02,0.2,280.03
O02301,03-09-2024,C0399,P0523,S036,In-Store,1,228.06,0.2,182.45
O02302,04-08-2024,C0181,P0764,0,Online,3,241.25,0.2,579
O02303,16-10-2023,C0059,P0295,0,Online,1,33.48,0,33.48
O02304,23-02-2024,C0710,P0438,0,Online,1,270.3,0,270.3
O02305,24-06-2024,C0636,P0105,0,Online,1,49.07,0.1,44.16
O02306,28-12-2024,C0441,P0203,S013,In-Store,1,259.84,0,259.84
O02307,19-02-2025,C0152,P1118,S044,In-Store,3,179.99,0.05,512.97
O02308,31-05-2023,C0155,P0071,0,Online,1,171.21,0.1,154.09
O02309,25-03-2024,C0242,P0800,S026,In-Store,2,100.39,0.05,190.74
O02310,19-01-2025,C0369,P0402,S034,In-Store,20,19.94,0,398.8
O02311,16-04-2024,C0476,P0974,S001,In-Store,3,92.62,0,277.86
O02312,28-09-2024,C0249,P0279,S051,In-Store,1,62.1,0,62.1
O02313,23-12-2023,C0472,P0442,S005,In-Store,1,206.69,0.05,196.36
O02314,03-10-2023,C0035,P0924,0,Online,3,59.5,0,178.5
O02315,10-10-2024,C0553,P0779,S047,In-Store,2,113.02,0.2,180.83
O02316,31-05-2024,C0670,P0798,S011,In-Store,1,97.75,0,97.75
O02317,16-02-2025,C0259,P0647,S045,In-Store,1,139.35,0.1,125.41
O02318,26-02-2024,C0476,P0229,S007,In-Store,2,206.09,0.05,391.57
O02319,15-11-2024,C0070,P0970,S029,In-Store,2,144.34,0.1,259.81
O02320,20-02-2025,C0416,P0110,S009,In-Store,1,280.19,0.05,266.18
O02321,04-06-2024,C0300,P0269,0,Online,1,299.19,0.05,284.23
O02322,23-01-2024,C0406,P0031,0,Online,2,340.18,0.05,646.34
O02323,23-09-2024,C0601,P0552,S009,In-Store,1,167.38,0,167.38
O02324,01-12-2024,C0312,P0913,S030,In-Store,1,211.23,0.05,200.67
O02325,14-02-2024,C0023,P0426,S026,In-Store,1,289.27,0.1,260.34
O02326,27-06-2023,C0230,P0267,S005,In-Store,2,349.07,0.2,558.51
O02327,14-03-2025,C0307,P1141,0,Online,2,83.18,0.05,158.04
O02328,21-05-2023,C0353,P0735,S022,In-Store,1,196.86,0,196.86
O02329,16-06-2024,C0134,P0216,0,Online,3,328.08,0,984.24
O02330,18-03-2025,C0549,P1190,S005,In-Store,2,305.51,0.05,580.47
O02331,13-02-2025,C0553,P0828,S044,In-Store,3,33.22,0.1,89.69
O02332,31-10-2024,C0548,P0847,0,Online,1,292.23,0.2,233.78
O02333,03-05-2024,C0526,P0862,0,Online,1,105.88,0.2,84.7
O02334,13-11-2024,C0060,P0019,S017,In-Store,1,175.44,0.1,157.9
O02335,27-08-2023,C0024,P1046,S028,In-Store,1,206.49,0,206.49
O02336,02-10-2024,C0112,P1171,0,Online,1,230.62,0.1,207.56
O02337,07-01-2024,C0580,P0267,0,Online,2,349.07,0.1,628.33
O02338,15-12-2024,C0413,P1169,S048,In-Store,2,50.9,0.05,96.71
O02339,26-09-2024,C0747,P0261,S050,In-Store,2,128.2,0.1,230.76
O02340,22-04-2023,C0285,P1106,0,Online,2,88.1,0.2,140.96
O02341,28-04-2023,C0040,P1032,0,Online,4,146.59,0.05,557.04
O02342,02-05-2024,C0540,P0840,S027,In-Store,1,61.12,0.05,58.06
O02343,26-06-2023,C0009,P0344,0,Online,1,196.16,0.05,186.35
O02344,12-09-2023,C0744,P1006,S047,In-Store,2,262.46,0.05,498.67
O02345,03-09-2023,C0367,P0673,0,Online,1,17.35,0.05,16.48
O02346,24-12-2023,C0002,P0124,0,Online,3,76.7,0.2,184.08
O02347,14-11-2023,C0298,P0825,S037,In-Store,1,138.88,0,138.88
O02348,13-04-2023,C0003,P1057,S049,In-Store,1,176.53,0,176.53
O02349,15-07-2023,C0121,P0831,S001,In-Store,1,183.87,0,183.87
O02350,15-10-2024,C0771,P0311,S008,In-Store,2,248.9,0.2,398.24
O02351,12-08-2024,C0467,P1191,S017,In-Store,1,199.61,0.2,159.69
O02352,16-11-2023,C0632,P0091,S034,In-Store,1,27.29,0.1,24.56
O02353,20-10-2023,C0084,P1121,S016,In-Store,3,7.73,0.2,18.55
O02354,07-07-2024,C0051,P0047,S052,In-Store,1,141,0.1,126.9
O02355,19-12-2023,C0255,P0889,0,Online,2,13.19,0,26.38
O02356,13-02-2024,C0250,P0912,0,Online,2,134.46,0,268.92
O02357,10-01-2025,C0087,P0651,0,Online,1,315.36,0.1,283.82
O02358,30-07-2024,C0337,P1026,0,Online,2,42.13,0.1,75.83
O02359,08-11-2024,C0018,P0387,S051,In-Store,1,19.5,0,19.5
O02360,06-07-2023,C0208,P0663,S017,In-Store,2,164.71,0.2,263.54
O02361,01-11-2023,C0457,P0658,S036,In-Store,1,136.72,0.1,123.05
O02362,18-09-2023,C0720,P0559,S027,In-Store,2,286.97,0.2,459.15
O02363,28-01-2025,C0054,P0195,0,Online,3,151.18,0.05,430.86
O02364,05-06-2024,C0659,P0032,S045,In-Store,2,175.11,0,350.22
O02365,06-06-2023,C0155,P0282,S032,In-Store,2,147.51,0.2,236.02
O02366,28-12-2023,C0785,P0591,0,In-Store,1,236.24,0.2,188.99
O02367,21-12-2023,C0543,P0709,S004,In-Store,1,210.81,0.2,168.65
O02368,27-03-2024,C0332,P0278,S050,In-Store,3,267.49,0.1,722.22
O02369,16-03-2024,C0197,P0842,0,In-Store,1,161.17,0.05,153.11
O02370,24-11-2024,C0465,P0035,0,Online,1,270.68,0,270.68
O02371,25-02-2024,C0096,P1146,S035,In-Store,2,250.84,0.1,451.51
O02372,14-06-2023,C0118,P0857,0,In-Store,1,17.94,0.05,17.04
O02373,26-06-2023,C0335,P0708,S018,In-Store,1,157.48,0.2,125.98
O02374,26-03-2024,C0032,P0124,S011,In-Store,1,76.7,0.05,72.86
O02375,19-07-2023,C0436,P0836,0,Online,1,60.54,0,60.54
O02376,22-06-2023,C0248,P1069,0,Online,1,76.9,0,76.9
O02377,08-09-2024,C0740,P0359,0,Online,2,86.22,0.05,163.82
O02378,04-09-2023,C0642,P0874,0,Online,2,119.65,0,239.3
O02379,01-03-2025,C0670,P0541,S045,In-Store,2,102.78,0.1,185
O02380,23-12-2024,C0753,P0879,S020,In-Store,1,168.21,0.05,159.8
O02381,25-06-2023,C0790,P0529,S046,In-Store,1,135.66,0,135.66
O02382,18-10-2023,C0312,P0363,S028,In-Store,2,382.32,0.2,611.71
O02383,10-05-2023,C0649,P0614,S001,In-Store,3,332.16,0,996.48
O02384,15-09-2023,C0340,P0484,0,Online,2,130.78,0.2,209.25
O02385,26-03-2024,C0640,P0419,S019,In-Store,1,209.55,0.2,167.64
O02386,05-01-2024,C0265,P0481,0,In-Store,1,134.56,0,134.56
O02387,17-07-2023,C0419,P1095,0,Online,1,96.11,0.1,86.5
O02388,09-07-2024,C0767,P0258,S042,In-Store,2,52.4,0.05,99.56
O02389,26-04-2023,C0003,P1043,S026,In-Store,2,321.82,0.2,514.91
O02390,23-03-2024,C0715,P0819,S054,In-Store,2,85.93,0.05,163.27
O02391,20-02-2025,C0078,P0905,S026,In-Store,1,138.07,0.2,110.46
O02392,31-03-2024,C0276,P0600,S053,In-Store,3,221.76,0,665.28
O02393,23-02-2024,C0592,P0123,S023,In-Store,1,159.16,0,159.16
O02394,27-06-2023,C0111,P1045,S036,In-Store,2,35.73,0.2,57.17
O02395,15-06-2024,C0149,P0257,0,Online,1,145.59,0.1,131.03
O02396,19-11-2023,C0314,P0109,S026,In-Store,1,241.11,0.2,192.89
O02397,15-05-2023,C0113,P0308,0,Online,2,53.99,0.2,86.38
O02398,02-06-2024,C0619,P0729,0,Online,2,183.66,0.1,330.59
O02399,22-03-2025,C0176,P0035,S042,In-Store,2,270.68,0.1,487.22
O02400,27-10-2024,C0658,P0180,S006,In-Store,2,331.2,0.2,529.92
O02401,04-06-2023,C0559,P1127,0,Online,1,119.95,0.05,113.95
O02402,31-07-2024,C0002,P0878,0,Online,4,340.01,0.05,1292.04
O02403,31-10-2024,C0600,P0588,S055,In-Store,3,165.38,0.05,471.33
O02404,16-02-2025,C0540,P1058,0,Online,2,219.39,0.2,351.02
O02405,22-10-2024,C0414,P0829,0,Online,2,244.31,0,488.62
O02406,27-12-2024,C0100,P0206,S011,In-Store,3,44.72,0,134.16
O02407,19-07-2023,C0379,P0636,0,Online,2,168.98,0.1,304.16
O02408,14-04-2024,C0743,P0381,0,Online,2,169.3,0,338.6
O02409,20-05-2023,C0411,P0104,S047,In-Store,10,237.61,0.2,1900.9
O02410,07-02-2024,C0245,P1017,0,Online,1,212.78,0.2,170.22
O02411,22-10-2023,C0059,P0414,0,Online,1,162.49,0.05,154.37
O02412,30-12-2024,C0457,P1127,S039,In-Store,2,119.95,0,239.9
O02413,23-01-2024,C0282,P0066,0,In-Store,1,224.19,0.1,201.77
O02414,21-07-2023,C0486,P0239,0,Online,3,322.42,0.2,773.81
O02415,14-01-2024,C0603,P0955,S035,In-Store,2,222.1,0.2,355.36
O02416,15-10-2024,C0767,P0214,S048,In-Store,1,262.36,0.2,209.89
O02417,24-03-2024,C0159,P0726,S039,In-Store,1,268.98,0,268.98
O02418,17-12-2024,C0264,P0201,0,In-Store,1,63.7,0.2,50.96
O02419,23-08-2024,C0336,P0746,S040,In-Store,2,28.27,0,56.54
O02420,24-02-2025,C0448,P0697,0,Online,2,210.41,0.05,399.78
O02421,21-06-2023,C0023,P0967,S035,In-Store,2,177.85,0.2,284.56
O02422,21-08-2023,C0003,P0965,0,Online,1,264.41,0.2,211.53
O02423,12-04-2023,C0057,P0464,S017,In-Store,2,30.5,0.2,48.8
O02424,12-11-2024,C0028,P1131,S007,In-Store,1,64.36,0.2,51.49
O02425,16-12-2024,C0158,P0265,S043,In-Store,2,145.45,0.2,232.72
O02426,01-03-2024,C0502,P0247,S031,In-Store,2,170.48,0.1,306.86
O02427,11-12-2024,C0041,P0916,S035,In-Store,2,117.56,0,235.12
O02428,29-04-2024,C0007,P0372,S035,In-Store,2,206.16,0,412.32
O02429,18-05-2024,C0733,P1124,0,In-Store,2,67.07,0.2,107.31
O02430,08-05-2024,C0512,P0064,0,Online,3,17.33,0.1,46.79
O02431,29-12-2023,C0300,P0397,S008,In-Store,1,29.62,0.05,28.14
O02432,14-06-2023,C0190,P0332,S007,In-Store,2,159.7,0.2,255.52
O02433,15-08-2023,C0135,P0787,S048,In-Store,1,220.2,0.2,176.16
O02434,18-02-2024,C0466,P0531,S030,In-Store,1,223.17,0,223.17
O02435,15-05-2023,C0453,P0730,0,Online,2,179.11,0,358.22
O02436,20-03-2025,C0373,P0290,0,Online,3,209.97,0,629.91
O02437,15-01-2025,C0416,P0610,S024,In-Store,10,254.51,0,2545.1
O02438,01-10-2024,C0009,P0445,0,Online,1,35.94,0,35.94
O02439,04-12-2023,C0664,P1070,S057,In-Store,1,20.86,0.05,19.82
O02440,03-11-2024,C0216,P0230,S055,In-Store,1,73.43,0.05,69.76
O02441,05-05-2023,C0295,P1109,S032,In-Store,2,200.18,0,400.36
O02442,02-10-2024,C0010,P0617,S047,In-Store,1,43.85,0.2,35.08
O02443,24-04-2024,C0076,P0031,S014,In-Store,3,340.18,0,1020.54
O02444,02-05-2023,C0377,P0145,S046,In-Store,1,193.44,0.1,174.1
O02445,03-10-2024,C0731,P1126,S044,In-Store,2,29.09,0.1,52.36
O02446,02-10-2023,C0600,P0501,0,Online,1,310.14,0.1,279.13
O02447,09-10-2023,C0563,P0185,0,Online,2,189.67,0.1,341.41
O02448,23-11-2023,C0121,P0565,S026,In-Store,2,129.36,0.1,232.85
O02449,07-07-2024,C0159,P1004,S051,In-Store,2,232.49,0.2,371.98
O02450,19-08-2024,C0125,P0655,S035,In-Store,1,25.85,0.1,23.27
O02451,23-01-2024,C0783,P0227,0,Online,2,252.06,0,504.12
O02452,30-03-2025,C0504,P0674,S008,In-Store,1,170.59,0.05,162.06
O02453,08-07-2024,C0783,P1152,S006,In-Store,1,271.06,0.1,243.95
O02454,19-02-2024,C0158,P0770,S040,In-Store,3,221.83,0,665.49
O02455,13-10-2023,C0612,P0945,0,Online,2,83.93,0.2,134.29
O02456,19-09-2024,C0302,P0599,S047,In-Store,2,131.38,0.1,236.48
O02457,21-10-2023,C0432,P0947,S002,In-Store,1,101.12,0.1,91.01
O02458,27-09-2024,C0104,P0055,S003,In-Store,2,214.63,0.2,343.41
O02459,19-04-2024,C0393,P0539,S030,In-Store,2,140.12,0.05,266.23
O02460,04-06-2024,C0740,P0125,0,Online,1,44.79,0.2,35.83
O02461,17-04-2023,C0233,P1085,0,Online,2,42.67,0.05,81.07
O02462,07-11-2023,C0303,P0149,S032,In-Store,1,29.42,0.1,26.48
O02463,30-03-2025,C0687,P0370,S010,In-Store,3,106.39,0.05,303.21
O02464,28-04-2024,C0789,P0807,S025,In-Store,1,135.25,0.05,128.49
O02465,24-03-2025,C0190,P1136,S019,In-Store,1,40.91,0,40.91
O02466,16-04-2024,C0438,P0513,0,Online,2,27.18,0.2,43.49
O02467,10-07-2024,C0386,P0423,0,Online,2,148.79,0,297.58
O02468,22-10-2024,C0723,P0422,S013,In-Store,1,221.49,0.2,177.19
O02469,20-05-2024,C0708,P0283,S008,In-Store,1,303.48,0.05,288.31
O02470,06-10-2023,C0441,P1032,S038,In-Store,4,146.59,0,586.36
O02471,18-05-2023,C0687,P0061,S033,In-Store,1,147.64,0.2,118.11
O02472,09-02-2024,C0239,P0361,0,Online,2,214,0.1,385.2
O02473,01-03-2025,C0796,P0481,0,Online,1,134.56,0.1,121.1
O02474,28-05-2024,C0703,P1074,S038,In-Store,1,330.13,0.05,313.62
O02475,23-05-2023,C0591,P0856,S057,In-Store,1,72.18,0.1,64.96
O02476,21-12-2023,C0460,P0878,S049,In-Store,1,340.01,0,340.01
O02477,30-01-2025,C0698,P0658,S003,In-Store,1,136.72,0.2,109.38
O02478,19-04-2024,C0474,P1023,S022,In-Store,1,16.77,0.1,15.09
O02479,19-05-2023,C0078,P0199,S001,In-Store,2,115.92,0.05,220.25
O02480,11-02-2025,C0539,P0531,0,Online,1,223.17,0.05,212.01
O02481,04-08-2024,C0412,P0266,S013,In-Store,1,273.92,0.05,260.22
O02482,24-12-2023,C0180,P0359,0,In-Store,2,86.22,0.2,137.95
O02483,06-09-2024,C0779,P0153,S053,In-Store,1,56.67,0.1,51
O02484,24-01-2024,C0501,P0872,S031,In-Store,1,72.76,0,72.76
O02485,29-12-2024,C0058,P0603,0,Online,2,31.8,0.1,57.24
O02486,02-12-2023,C0274,P1131,S035,In-Store,2,64.36,0.05,122.28
O02487,31-07-2024,C0179,P0212,S037,In-Store,1,313.84,0,313.84
O02488,25-05-2024,C0183,P0383,0,Online,1,108.18,0.05,102.77
O02489,10-11-2023,C0582,P1125,0,Online,1,90.35,0.1,81.31
O02490,31-10-2023,C0407,P0550,S004,In-Store,1,142.36,0,142.36
O02491,02-11-2024,C0025,P0146,S056,In-Store,1,297.56,0,297.56
O02492,22-01-2025,C0082,P0819,S028,In-Store,1,85.93,0,85.93
O02493,29-04-2023,C0701,P0022,S018,In-Store,2,124.36,0.05,236.28
O02494,08-07-2024,C0423,P0939,0,Online,3,201.44,0.1,543.89
O02495,18-02-2025,C0229,P0231,S028,In-Store,1,103.03,0.05,97.88
O02496,04-05-2023,C0596,P0908,S015,In-Store,2,210.56,0,421.12
O02497,23-06-2024,C0576,P0066,S048,In-Store,1,224.19,0.1,201.77
O02498,05-12-2023,C0160,P0716,S039,In-Store,2,380.68,0.1,685.22
O02499,23-09-2024,C0618,P0448,0,In-Store,1,117.04,0.05,111.19
O02500,02-02-2025,C0161,P1010,0,Online,2,228.83,0,457.66
O02501,06-06-2024,C0586,P0241,S014,In-Store,1,195.47,0.1,175.92
O02502,29-06-2023,C0305,P1153,S003,In-Store,3,152.8,0.05,435.48
O02503,30-12-2023,C0735,P0859,S041,In-Store,1,335.31,0.1,301.78
O02504,14-12-2023,C0464,P0340,S019,In-Store,2,68.28,0.1,122.9
O02505,22-03-2024,C0602,P1001,0,Online,1,125.39,0.1,112.85
O02506,07-02-2024,C0740,P0001,S034,In-Store,1,13.26,0.2,10.61
O02507,29-07-2024,C0002,P0857,S023,In-Store,1,17.94,0.2,14.35
O02508,06-03-2025,C0022,P0347,0,Online,1,63.73,0,63.73
O02509,29-10-2023,C0105,P1157,S054,In-Store,1,35.5,0.05,33.73
O02510,13-08-2024,C0169,P0381,S057,In-Store,1,169.3,0.1,152.37
O02511,12-05-2023,C0306,P0487,S017,In-Store,2,134.85,0.1,242.73
O02512,08-12-2024,C0035,P1197,0,Online,2,252.57,0.05,479.88
O02513,08-08-2023,C0197,P0506,0,Online,2,76.44,0,152.88
O02514,24-11-2023,C0250,P0732,0,Online,2,186.46,0.05,354.27
O02515,14-08-2023,C0667,P0678,S003,In-Store,1,109.85,0,109.85
O02516,22-11-2023,C0746,P0463,S018,In-Store,2,192.98,0.1,347.36
O02517,06-12-2023,C0699,P0068,0,Online,1,111.71,0.2,89.37
O02518,10-10-2023,C0567,P1147,0,Online,2,262.37,0.05,498.5
O02519,14-08-2024,C0773,P0502,0,Online,2,256.28,0.05,486.93
O02520,07-03-2025,C0252,P0807,0,In-Store,1,135.25,0.2,108.2
O02521,08-11-2024,C0550,P0054,S047,In-Store,2,315.6,0.05,599.64
O02522,04-02-2024,C0373,P0551,S005,In-Store,1,170.18,0.05,161.67
O02523,03-04-2025,C0058,P0909,S048,In-Store,1,224.22,0.2,179.38
O02524,03-10-2023,C0626,P0274,S007,In-Store,3,285.95,0.05,814.96
O02525,13-10-2024,C0508,P0822,0,Online,1,79.83,0.2,63.86
O02526,04-01-2024,C0602,P0761,0,Online,1,240.31,0,240.31
O02527,25-04-2024,C0393,P0373,S055,In-Store,2,124.26,0.1,223.67
O02528,10-12-2023,C0579,P0416,S021,In-Store,2,166.68,0,333.36
O02529,04-10-2023,C0185,P0810,S044,In-Store,1,235.44,0.05,223.67
O02530,20-02-2025,C0381,P0475,S008,In-Store,3,213.94,0.2,513.46
O02531,26-12-2023,C0280,P0969,S042,In-Store,2,171.98,0.2,275.17
O02532,29-01-2025,C0105,P0290,S056,In-Store,1,209.97,0.2,167.98
O02533,26-11-2024,C0784,P0468,0,Online,1,146.22,0.05,138.91
O02534,01-08-2024,C0545,P0550,S008,In-Store,1,142.36,0.1,128.12
O02535,01-06-2023,C0170,P0216,0,Online,2,328.08,0.05,623.35
O02536,11-05-2023,C0363,P0020,S017,In-Store,1,165.62,0.05,157.34
O02537,30-04-2024,C0142,P0205,S006,In-Store,4,14.31,0.1,51.52
O02538,24-10-2024,C0050,P1059,S031,In-Store,2,121.32,0.2,194.11
O02539,05-02-2025,C0267,P0954,S008,In-Store,2,213.86,0.1,384.95
O02540,26-07-2023,C0257,P0268,0,Online,3,128.63,0,385.89
O02541,22-05-2024,C0241,P0520,S043,In-Store,4,288.31,0.1,1037.92
O02542,02-08-2024,C0552,P0224,S047,In-Store,2,11.66,0,23.32
O02543,29-04-2024,C0555,P0989,S027,In-Store,2,220.95,0.2,353.52
O02544,01-08-2023,C0588,P0406,S056,In-Store,2,76.46,0.05,145.27
O02545,08-12-2023,C0603,P0595,S027,In-Store,1,277.06,0.1,249.35
O02546,26-03-2025,C0632,P0117,0,Online,1,197.56,0.2,158.05
O02547,14-11-2024,C0681,P0593,S017,In-Store,1,71.58,0,71.58
O02548,21-08-2024,C0341,P1031,S022,In-Store,1,119.03,0.05,113.08
O02549,19-10-2024,C0554,P0351,S020,In-Store,1,170.33,0.2,136.26
O02550,04-11-2024,C0489,P0276,S011,In-Store,1,112.54,0,112.54
O02551,04-10-2023,C0272,P0814,S042,In-Store,1,222.65,0.05,211.52
O02552,20-06-2024,C0221,P0653,S005,In-Store,2,62.89,0.2,100.62
O02553,16-02-2025,C0162,P0353,0,Online,10,157.81,0.1,1420.3
O02554,04-11-2024,C0108,P1092,0,Online,2,48.28,0.2,77.25
O02555,23-03-2024,C0307,P0915,0,Online,1,287.43,0.2,229.94
O02556,19-03-2025,C0778,P0515,S041,In-Store,5,29.47,0,147.35
O02557,08-09-2024,C0173,P0332,0,Online,3,159.7,0.1,431.19
O02558,04-07-2023,C0583,P1174,0,Online,1,95.11,0,95.11
O02559,23-05-2024,C0620,P0855,S053,In-Store,2,147.61,0.2,236.18
O02560,18-10-2024,C0419,P0816,0,Online,1,235.03,0.1,211.53
O02561,02-11-2024,C0053,P1189,S012,In-Store,1,252.18,0.05,239.57
O02562,15-01-2024,C0291,P0080,0,Online,1,117.89,0.05,112
O02563,26-08-2024,C0051,P0172,S015,In-Store,2,89.42,0.1,160.96
O02564,12-08-2023,C0551,P0363,0,Online,1,382.32,0.1,344.09
O02565,12-07-2024,C0095,P0177,S014,In-Store,2,128.6,0.2,205.76
O02566,06-10-2023,C0711,P0095,S001,In-Store,2,145.13,0.05,275.75
O02567,01-09-2023,C0674,P0076,S017,In-Store,3,114.03,0.2,273.67
O02568,15-01-2024,C0701,P0856,S003,In-Store,1,72.18,0.2,57.74
O02569,26-06-2023,C0132,P0800,0,Online,2,100.39,0.1,180.7
O02570,20-06-2024,C0586,P0666,0,Online,2,78.53,0.05,149.21
O02571,05-11-2024,C0433,P0184,S027,In-Store,1,207.61,0.05,197.23
O02572,25-06-2023,C0689,P0227,0,Online,1,252.06,0.05,239.46
O02573,07-11-2023,C0117,P0025,S050,In-Store,3,83.7,0.1,225.99
O02574,22-06-2023,C0095,P0891,0,Online,2,183.58,0.05,348.8
O02575,13-03-2024,C0398,P0714,0,Online,2,219.22,0.1,394.6
O02576,29-01-2025,C0766,P0402,S029,In-Store,1,19.94,0.2,15.95
O02577,03-01-2025,C0397,P1071,S017,In-Store,1,145.95,0.2,116.76
O02578,04-03-2025,C0770,P0064,S044,In-Store,1,17.33,0.05,16.46
O02579,02-01-2025,C0618,P0598,0,Online,1,169.19,0,169.19
O02580,06-02-2024,C0438,P0142,S054,In-Store,1,132.42,0.1,119.18
O02581,28-09-2024,C0563,P0903,0,Online,1,221.79,0,221.79
O02582,21-05-2024,C0506,P1156,0,Online,1,31.98,0.1,28.78
O02583,14-09-2023,C0042,P0345,0,Online,1,270.31,0.05,256.79
O02584,22-06-2023,C0273,P0547,0,Online,2,235.33,0.2,376.53
O02585,24-01-2024,C0275,P0707,S021,In-Store,2,185.84,0.05,353.1
O02586,09-06-2024,C0398,P1172,0,Online,1,354.52,0,354.52
O02587,17-06-2023,C0300,P1097,S014,In-Store,1,165.33,0.2,132.26
O02588,17-07-2024,C0140,P0856,S002,In-Store,1,72.18,0.1,64.96
O02589,06-01-2025,C0177,P0405,S046,In-Store,1,226.02,0.1,203.42
O02590,20-04-2023,C0012,P0006,S014,In-Store,2,233.12,0.1,419.62
O02591,29-09-2023,C0320,P0986,S017,In-Store,2,250.43,0.05,475.82
O02592,05-03-2024,C0743,P0570,0,Online,1,245.4,0,245.4
O02593,08-08-2023,C0033,P1191,S030,In-Store,1,199.61,0,199.61
O02594,19-09-2023,C0437,P0102,S054,In-Store,2,221.14,0.2,353.82
O02595,11-02-2024,C0300,P0454,S058,In-Store,1,57.81,0.1,52.03
O02596,05-03-2025,C0468,P0104,S024,In-Store,1,237.61,0,237.61
O02597,25-04-2023,C0462,P0719,S016,In-Store,3,330.88,0.2,794.11
O02598,14-08-2024,C0134,P0794,S025,In-Store,2,278.03,0,556.06
O02599,03-04-2024,C0304,P0178,S052,In-Store,2,129.07,0,258.14
O02600,01-09-2023,C0152,P0927,S044,In-Store,1,33.5,0.05,31.82
O02601,15-05-2024,C0112,P0022,S019,In-Store,2,124.36,0.1,223.85
O02602,31-08-2024,C0465,P1151,S018,In-Store,3,258.14,0.05,735.7
O02603,01-11-2023,C0770,P0877,0,Online,1,238.06,0,238.06
O02604,26-06-2024,C0253,P0909,0,Online,3,224.22,0.2,538.13
O02605,27-12-2024,C0251,P0432,0,Online,3,95.18,0.2,228.43
O02606,26-11-2023,C0681,P0432,0,Online,3,95.18,0.2,228.43
O02607,10-04-2024,C0698,P0246,S008,In-Store,2,40,0.05,76
O02608,02-03-2025,C0430,P0840,S030,In-Store,2,61.12,0.1,110.02
O02609,10-09-2023,C0629,P0033,S028,In-Store,3,288.63,0.2,692.71
O02610,23-02-2025,C0514,P0674,S051,In-Store,2,170.59,0,341.18
O02611,05-05-2023,C0769,P0420,S013,In-Store,1,291.86,0.1,262.67
O02612,02-10-2023,C0173,P1054,S055,In-Store,1,193.12,0.2,154.5
O02613,16-07-2023,C0024,P0644,S040,In-Store,2,177.67,0.1,319.81
O02614,28-01-2025,C0686,P0619,S008,In-Store,1,181.23,0,181.23
